id,No,Yes,over,under
19-03,646,1115,0,97
19-05,318,560,0,43
19-07,992,2094,0,140
19-09,1,11,0,0
19-11,700,1404,0,123
19-12,1321,2865,2,191
19-15,223,469,0,34
19-18,375,768,0,46
19-19,807,1826,0,99
19-20,483,1216,0,89
19-21,310,634,2,40
