id,No,Yes,over,under
19-03,564,1202,0,92
19-05,279,602,0,40
19-07,898,2184,1,143
19-09,3,9,0,0
19-11,609,1506,0,112
19-12,1223,2980,2,174
19-15,195,499,1,31
19-18,355,789,1,44
19-19,812,1818,1,99
19-20,468,1233,1,86
19-21,274,666,1,43
