id,total,voted_total,gender_F,gender_M,gender_U,gender_F_voted,gender_M_voted,gender_U_voted,race_A,race_B,race_I,race_M,race_O,race_U,race_W,race_A_voted,race_B_voted,race_I_voted,race_M_voted,race_O_voted,race_U_voted,race_W_voted,ethnic_HL,ethnic_NL,ethnic_UN,ethnic_HL_voted,ethnic_NL_voted,ethnic_UN_voted,party_CST,party_DEM,party_GRE,party_LIB,party_REP,party_UNA,party_CST_voted,party_DEM_voted,party_GRE_voted,party_LIB_voted,party_REP_voted,party_UNA_voted
16-11,2939,17,1583,1139,217,8,8,1,32,1924,11,31,113,322,506,1,13,0,1,0,2,0,176,1851,912,0,12,5,1,1876,1,17,239,805,0,12,0,0,1,4
01-45,1705,0,862,760,83,0,0,0,50,267,2,8,57,122,1199,0,0,0,0,0,0,0,63,1295,347,0,0,0,0,640,2,11,410,642,0,0,0,0,0,0
17-11,4136,0,2112,1748,276,0,0,0,242,1626,12,74,343,492,1347,0,0,0,0,0,0,0,468,2538,1130,0,0,0,3,2107,0,25,574,1427,0,0,0,0,0,0
19-14,2821,0,1460,1209,152,0,0,0,135,474,7,31,131,189,1854,0,0,0,0,0,0,0,90,2122,609,0,0,0,1,854,0,18,932,1016,0,0,0,0,0,0
07-02,1605,0,863,686,56,0,0,0,39,192,3,15,57,92,1207,0,0,0,0,0,0,0,36,1238,331,0,0,0,0,584,0,13,484,524,0,0,0,0,0,0
16-02,4500,341,2433,1811,256,207,126,8,29,2472,15,50,187,420,1327,0,132,1,2,5,9,192,275,2893,1332,4,276,61,2,2699,1,25,459,1314,0,195,0,1,71,74
01-16,2653,0,1410,1092,151,0,0,0,46,272,0,19,78,181,2057,0,0,0,0,0,0,0,68,1994,591,0,0,0,0,1151,0,21,604,877,0,0,0,0,0,0
20-01,3549,240,1812,1564,173,131,99,10,161,526,12,42,195,255,2358,6,27,0,1,8,15,183,165,2380,1004,4,181,55,2,1198,2,29,889,1429,0,118,0,2,50,70
01-31,3291,0,1382,1504,405,0,0,0,102,882,15,58,170,542,1522,0,0,0,0,0,0,0,179,1992,1120,0,0,0,2,1443,3,42,306,1495,0,0,0,0,0,0
04-18,2588,0,1301,1122,165,0,0,0,152,217,2,18,139,213,1847,0,0,0,0,0,0,0,59,1879,650,0,0,0,2,856,1,24,575,1130,0,0,0,0,0,0
09-01,2140,0,1075,964,101,0,0,0,9,601,6,10,46,157,1311,0,0,0,0,0,0,0,58,1598,484,0,0,0,0,847,1,5,679,608,0,0,0,0,0,0
07-05,1776,0,982,713,81,0,0,0,14,256,1,7,56,110,1332,0,0,0,0,0,0,0,39,1397,340,0,0,0,0,671,0,9,481,615,0,0,0,0,0,0
04-07,2738,0,1376,1300,62,0,0,0,50,50,1,16,87,103,2431,0,0,0,0,0,0,0,35,2190,513,0,0,0,0,671,0,8,1113,946,0,0,0,0,0,0
01-18,2426,0,1212,1096,118,0,0,0,18,396,2,14,81,169,1746,0,0,0,0,0,0,0,95,1806,525,0,0,0,0,995,0,26,569,836,0,0,0,0,0,0
07-06,3474,0,1815,1528,131,0,0,0,57,173,5,10,77,173,2979,0,0,0,0,0,0,0,47,2806,621,0,0,0,2,1085,2,14,1132,1239,0,0,0,0,0,0
16-04,2564,766,1405,1070,89,421,336,9,12,597,8,12,50,136,1749,0,159,1,3,2,11,590,60,1962,542,5,636,125,0,988,0,13,760,803,0,337,0,0,256,173
01-41,2027,0,844,989,194,0,0,0,53,253,4,19,65,246,1387,0,0,0,0,0,0,0,62,1452,513,0,0,0,0,852,1,21,274,879,0,0,0,0,0,0
07-12,2458,0,1298,1032,128,0,0,0,25,396,5,10,67,185,1770,0,0,0,0,0,0,0,99,1845,514,0,0,0,2,1028,1,15,566,846,0,0,0,0,0,0
10-01,1208,1,617,562,29,1,0,0,7,186,2,7,18,52,936,0,0,0,0,0,0,1,36,949,223,0,1,0,0,372,0,3,506,327,0,0,0,0,0,1
13-02,1955,0,993,873,89,0,0,0,27,181,4,12,46,127,1558,0,0,0,0,0,0,0,36,1515,404,0,0,0,1,609,1,9,607,728,0,0,0,0,0,0
01-05,1086,0,547,503,36,0,0,0,5,22,0,2,14,54,989,0,0,0,0,0,0,0,3,890,193,0,0,0,0,402,0,5,379,300,0,0,0,0,0,0
18-03,2215,0,1140,1001,74,0,0,0,94,90,0,3,113,106,1809,0,0,0,0,0,0,0,36,1717,462,0,0,0,1,666,0,11,655,882,0,0,0,0,0,0
01-15,2139,0,1125,908,106,0,0,0,31,144,3,10,56,121,1774,0,0,0,0,0,0,0,60,1654,425,0,0,0,1,819,0,11,640,668,0,0,0,0,0,0
04-06,2834,0,1495,1235,104,0,0,0,67,104,3,23,95,160,2382,0,0,0,0,0,0,0,69,2144,621,0,0,0,2,932,0,16,749,1135,0,0,0,0,0,0
12-06,3758,337,1976,1627,155,186,139,12,22,443,6,27,103,232,2925,0,33,0,1,2,10,291,122,2577,1059,3,280,54,1,1015,3,24,1369,1346,0,119,0,1,124,93
01-13,1487,0,744,671,72,0,0,0,14,215,2,9,29,77,1141,0,0,0,0,0,0,0,33,1075,379,0,0,0,0,730,0,10,161,586,0,0,0,0,0,0
04-17,1770,0,911,766,93,0,0,0,59,142,6,19,80,132,1332,0,0,0,0,0,0,0,57,1272,441,0,0,0,0,628,2,18,380,742,0,0,0,0,0,0
16-06,1335,270,704,580,51,144,122,4,4,422,5,4,38,102,760,0,58,2,0,3,10,197,65,971,299,4,227,39,2,660,1,14,269,389,0,133,0,2,73,62
01-12,1759,0,927,731,101,0,0,0,16,73,1,21,36,115,1497,0,0,0,0,0,0,0,33,1314,412,0,0,0,2,645,0,19,433,660,0,0,0,0,0,0
04-08,2339,0,1162,1047,130,0,0,0,176,344,11,18,154,173,1463,0,0,0,0,0,0,0,86,1625,628,0,0,0,4,854,1,6,432,1042,0,0,0,0,0,0
08-08,4193,0,2090,1931,172,0,0,0,114,244,9,30,127,253,3416,0,0,0,0,0,0,0,111,3258,824,0,0,0,0,1162,0,29,1325,1677,0,0,0,0,0,0
01-51,1035,0,570,421,44,0,0,0,11,68,0,3,27,50,876,0,0,0,0,0,0,0,16,831,188,0,0,0,0,388,1,8,282,356,0,0,0,0,0,0
06-08,2109,334,1089,941,79,202,129,3,36,394,6,12,70,124,1467,2,35,1,0,7,6,283,73,1462,574,4,264,66,1,749,1,15,551,792,0,130,0,2,86,116
01-30,1248,0,640,567,41,0,0,0,13,22,2,1,16,55,1139,0,0,0,0,0,0,0,9,1019,220,0,0,0,1,436,0,10,414,387,0,0,0,0,0,0
19-13,2162,0,1185,845,132,0,0,0,53,444,5,28,100,158,1374,0,0,0,0,0,0,0,90,1562,510,0,0,0,3,813,1,17,548,780,0,0,0,0,0,0
01-17,1037,0,527,472,38,0,0,0,14,20,0,3,16,53,931,0,0,0,0,0,0,0,14,818,205,0,0,0,0,331,1,7,355,343,0,0,0,0,0,0
04-05,3461,0,1679,1635,147,0,0,0,302,211,7,16,224,216,2485,0,0,0,0,0,0,0,69,2581,811,0,0,0,2,1164,0,25,830,1440,0,0,0,0,0,0
01-03,1913,0,964,874,75,0,0,0,10,24,3,3,25,79,1769,0,0,0,0,0,0,0,20,1543,350,0,0,0,0,659,0,6,624,624,0,0,0,0,0,0
17-09,3513,0,2019,1266,228,0,0,0,57,2492,8,35,137,364,420,0,0,0,0,0,0,0,225,2181,1107,0,0,0,3,2420,2,16,181,891,0,0,0,0,0,0
07-11,1160,0,622,509,29,0,0,0,11,36,0,3,28,51,1031,0,0,0,0,0,0,0,7,968,185,0,0,0,0,422,0,6,311,421,0,0,0,0,0,0
01-36,2504,0,1270,1104,130,0,0,0,43,80,5,19,49,123,2185,0,0,0,0,0,0,0,37,1966,501,0,0,0,1,751,0,18,912,822,0,0,0,0,0,0
19-11,3121,329,1637,1311,173,180,142,7,44,320,10,23,93,243,2388,2,13,0,1,4,9,300,120,2360,641,1,273,55,2,937,0,22,1012,1148,0,108,0,2,121,98
01-01,1832,0,846,818,168,0,0,0,22,166,4,26,38,211,1365,0,0,0,0,0,0,0,47,1256,529,0,0,0,2,797,0,15,258,760,0,0,0,0,0,0
01-47,2064,0,1054,935,75,0,0,0,19,99,5,10,58,95,1778,0,0,0,0,0,0,0,30,1686,348,0,0,0,1,650,0,14,733,666,0,0,0,0,0,0
01-25,744,0,310,329,105,0,0,0,2,453,0,9,15,124,141,0,0,0,0,0,0,0,15,422,307,0,0,0,0,432,0,7,31,274,0,0,0,0,0,0
08-09,1887,0,999,800,88,0,0,0,37,219,2,13,64,139,1413,0,0,0,0,0,0,0,75,1418,394,0,0,0,0,705,1,20,416,745,0,0,0,0,0,0
07-01,1619,0,834,694,91,0,0,0,21,241,1,22,62,132,1140,0,0,0,0,0,0,0,73,1187,359,0,0,0,0,674,0,12,339,594,0,0,0,0,0,0
04-11,1477,0,732,664,81,0,0,0,90,224,4,17,115,117,910,0,0,0,0,0,0,0,78,974,425,0,0,0,0,556,0,14,266,641,0,0,0,0,0,0
01-07A,281,0,157,107,17,0,0,0,8,169,3,4,16,29,52,0,0,0,0,0,0,0,10,168,103,0,0,0,0,203,0,2,23,53,0,0,0,0,0,0
07-07A,593,0,411,176,6,0,0,0,2,1,0,2,0,12,576,0,0,0,0,0,0,0,1,491,101,0,0,0,0,274,0,1,201,117,0,0,0,0,0,0
