id,No,Yes,over,under
03-00,2,1,0,0
06-04,834,1071,0,53
06-05,708,930,1,40
06-06,1246,2288,1,85
06-07,208,313,0,28
06-08,619,827,1,37
06-09,1437,2044,2,87
06-10,231,366,0,16
12-05,382,654,0,29
