id,No,Yes,over,under
06-04,34,63,0,5
06-10,1,5,0,0
12-01,228,872,1,15
12-02,226,745,0,23
12-04,132,381,0,9
12-06,217,725,0,15
12-07,15,23,0,0
12-08,147,515,0,20
12-09,329,905,0,45
12-10,35,123,0,1
12-11,26,75,0,3
15-03,1,3,0,0
