id,No,Yes,over,under
06-04,36,61,0,5
06-10,1,5,0,0
12-01,314,776,1,21
12-02,314,658,0,22
12-04,168,340,0,9
12-06,307,627,1,22
12-07,11,23,0,0
12-08,192,468,0,22
12-09,397,833,0,49
12-10,43,116,0,1
12-11,36,60,0,3
15-03,1,3,0,0
